fitness,lr0,lrf,momentum,weight_decay,warmup_epochs,warmup_momentum,box,cls,dfl,hsv_h,hsv_s,hsv_v,degrees,translate,scale,shear,perspective,flipud,fliplr,bgr,mosaic,mixup,copy_paste
0.95,0.00984,0.01511,0.83449,0.00062,3.70714,0.95,8.10436,0.42859,1.20789,0.01088,0.7365,0.26343,0.0,0.0739,0.32943,0.0,0.0,0.0,0.49691,0.0,1.0,0.0,0.0
0.92857,0.00948,0.00731,0.96802,0.0005,1.91704,0.95,7.03114,0.7288,1.56119,0.01191,0.83775,0.4086,0.0,0.08398,0.52989,0.0,0.0,0.0,0.44237,0.0,0.98818,0.0,0.0
0.95,0.00718,0.01158,0.97633,0.00062,2.58669,0.71121,8.76871,0.32411,1.47272,0.01468,0.7,0.39084,0.0,0.10552,0.36015,0.0,0.0,0.0,0.41716,0.0,1.0,0.0,0.0
0.94286,0.00989,0.0105,0.92741,0.00051,3.43586,0.84032,7.0983,0.5838,1.63319,0.01498,0.6635,0.35977,0.0,0.10021,0.52837,0.0,0.0,0.0,0.53685,0.0,1.0,0.0,0.0
0.93571,0.00944,0.00961,0.9702,0.00043,3.04452,0.95,6.32942,0.6268,1.52778,0.01116,0.70005,0.40829,0.0,0.10001,0.49434,0.0,0.0,0.0,0.53336,0.0,1.0,0.0,0.0
0.94643,0.0094,0.00952,0.96856,0.00043,3.03442,0.94553,6.29341,0.62534,1.50673,0.01115,0.70194,0.40756,0.0,0.10042,0.49833,0.0,0.0,0.0,0.53851,0.0,1.0,0.0,0.0
0.94643,0.00966,0.00999,0.91766,0.00054,3.11522,0.82606,7.0983,0.51102,1.52132,0.01452,0.70103,0.37803,0.0,0.10483,0.48946,0.0,0.0,0.0,0.50236,0.0,1.0,0.0,0.0
0.94286,0.01004,0.01293,0.83618,0.00043,4.21719,0.87642,8.9475,0.41798,1.10845,0.01516,0.70476,0.25768,0.0,0.13279,0.38615,0.0,0.0,0.0,0.37661,0.0,1.0,0.0,0.0
0.94643,0.0104,0.00952,0.97881,0.00034,3.02806,0.95,6.8839,0.62324,1.52132,0.01312,0.7,0.45829,0.0,0.11873,0.48908,0.0,0.0,0.0,0.45764,0.0,1.0,0.0,0.0
0.94286,0.00858,0.0072,0.96802,0.00043,3.00568,0.7722,6.09209,0.66305,1.19062,0.01116,0.5992,0.26793,0.0,0.1011,0.47654,0.0,0.0,0.0,0.36775,0.0,1.0,0.0,0.0
0.95,0.00972,0.00833,0.97316,0.00039,3.02806,0.86977,7.00813,0.5914,1.52132,0.01116,0.71584,0.41025,0.0,0.09654,0.49731,0.0,0.0,0.0,0.58144,0.0,0.86582,0.0,0.0
0.95,0.01029,0.01255,0.86427,0.0005,3.70156,0.90554,8.09519,0.54756,1.20585,0.01509,0.6977,0.26342,0.0,0.11567,0.38551,0.0,0.0,0.0,0.45291,0.0,1.0,0.0,0.0
0.93929,0.01029,0.00866,0.98,0.00045,3.02806,0.86901,7.00484,0.58592,1.52887,0.01588,0.6142,0.38982,0.0,0.09731,0.56219,0.0,0.0,0.0,0.54392,0.0,1.0,0.0,0.0
0.93929,0.01082,0.01256,0.8687,0.00032,3.70714,0.90446,7.7249,0.57425,1.44172,0.01937,0.62644,0.22757,0.0,0.11797,0.40228,0.0,0.0,0.0,0.4142,0.0,1.0,0.0,0.0
0.93929,0.0104,0.01164,0.89603,0.0005,3.86205,0.87042,7.6216,0.55671,1.15957,0.01507,0.67757,0.26851,0.0,0.10844,0.37818,0.0,0.0,0.0,0.45291,0.0,1.0,0.0,0.0
0.94643,0.00937,0.01187,0.96802,0.0004,3.26429,0.95,6.28964,0.62324,1.19392,0.01221,0.69353,0.40586,0.0,0.09728,0.49731,0.0,0.0,0.0,0.56207,0.0,0.96729,0.0,0.0
0.93929,0.00967,0.01193,0.98,0.00039,2.78265,0.85935,6.48135,0.58847,1.40259,0.01161,0.7,0.40794,0.0,0.10457,0.5289,0.0,0.0,0.0,0.53851,0.0,1.0,0.0,0.0
0.94643,0.0103,0.01564,0.8086,0.0005,3.52628,0.90446,8.10436,0.56999,1.24399,0.01406,0.81477,0.2721,0.0,0.12163,0.34625,0.0,0.0,0.0,0.34203,0.0,1.0,0.0,0.0
0.93929,0.00849,0.00826,0.98,0.00038,2.89108,0.83753,6.11657,0.53253,1.30476,0.01244,0.5985,0.37226,0.0,0.09401,0.49731,0.0,0.0,0.0,0.53851,0.0,1.0,0.0,0.0
0.94286,0.00809,0.00831,0.97938,0.0004,2.82512,0.95,7.17437,0.58506,1.63657,0.01397,0.81955,0.39039,0.0,0.10459,0.39963,0.0,0.0,0.0,0.53851,0.0,1.0,0.0,0.0
0.95,0.00847,0.01103,0.97753,0.00043,3.89252,0.93604,6.28964,0.53254,1.34394,0.01114,0.67709,0.45448,0.0,0.11523,0.48655,0.0,0.0,0.0,0.53851,0.0,1.0,0.0,0.0
0.94286,0.0101,0.01039,0.89824,0.00051,3.22089,0.78014,8.46712,0.49157,1.63808,0.01523,0.63617,0.43675,0.0,0.10263,0.51046,0.0,0.0,0.0,0.48926,0.0,0.79784,0.0,0.0
0.93929,0.01028,0.0138,0.86493,0.00054,4.09125,0.82419,9.13256,0.54822,1.24487,0.01677,0.71813,0.30135,0.0,0.11442,0.39219,0.0,0.0,0.0,0.45291,0.0,0.88484,0.0,0.0
0.95,0.01028,0.01211,0.87586,0.00052,3.70714,0.95,6.49141,0.74954,1.20789,0.01516,0.61961,0.27291,0.0,0.11989,0.38615,0.0,0.0,0.0,0.44744,0.0,0.93918,0.0,0.0
0.94643,0.01086,0.00952,0.94397,0.00037,3.79244,0.95,6.97503,0.50906,1.48452,0.01,0.72532,0.56644,0.0,0.11615,0.55272,0.0,0.0,0.0,0.65532,0.0,0.87512,0.0,0.0
0.94643,0.00926,0.00861,0.95482,0.00063,3.57158,0.78014,6.54901,0.5847,1.52132,0.02046,0.7,0.39084,0.0,0.11713,0.33334,0.0,0.0,0.0,0.46575,0.0,0.89353,0.0,0.0
0.94643,0.00927,0.00932,0.96452,0.00043,3.00211,0.93954,5.9823,0.62797,1.49049,0.01105,0.69317,0.41037,0.0,0.10054,0.49931,0.0,0.0,0.0,0.53956,0.0,0.95708,0.0,0.0
0.94286,0.01054,0.0057,0.98,0.00034,2.01964,0.94512,8.1688,0.59494,1.88002,0.01116,0.9,0.48406,0.0,0.14128,0.46006,0.0,0.0,0.0,0.52221,0.0,0.93724,0.0,0.0
0.95357,0.00757,0.00888,0.98,0.00043,3.8496,0.95,5.80708,0.62656,1.56752,0.01046,0.57831,0.40006,0.0,0.1106,0.49731,0.0,0.0,0.0,0.53851,0.0,0.86212,0.0,0.0
0.94286,0.00937,0.01156,0.96802,0.00041,3.03118,0.95,6.72878,0.63837,1.45877,0.01129,0.7059,0.47042,0.0,0.09853,0.40321,0.0,0.0,0.0,0.52275,0.0,1.0,0.0,0.0
0.94286,0.01174,0.00541,0.91394,0.00053,3.02806,0.95,5.39111,0.62324,1.6404,0.01245,0.57963,0.54844,0.0,0.1011,0.50545,0.0,0.0,0.0,0.57575,0.0,0.85238,0.0,0.0
0.93571,0.01135,0.00999,0.94377,0.00051,3.02806,0.93725,6.79571,0.48924,1.65377,0.01472,0.7,0.36872,0.0,0.09771,0.42847,0.0,0.0,0.0,0.50451,0.0,1.0,0.0,0.0
0.93929,0.00878,0.00952,0.96802,0.00041,3.08554,0.88425,6.60737,0.62324,1.62035,0.01083,0.7,0.40884,0.0,0.10112,0.44748,0.0,0.0,0.0,0.55093,0.0,1.0,0.0,0.0
0.93214,0.00946,0.00938,0.96759,0.00043,3.02806,0.95,6.28964,0.61344,1.52132,0.01134,0.70919,0.40794,0.0,0.10196,0.50557,0.0,0.0,0.0,0.54137,0.0,0.98241,0.0,0.0
0.95357,0.00722,0.00952,0.93751,0.00041,2.84126,0.95,6.58589,0.5852,1.32857,0.01116,0.46476,0.32931,0.0,0.12141,0.4497,0.0,0.0,0.0,0.53851,0.0,1.0,0.0,0.0
0.93214,0.00937,0.01047,0.96802,0.00043,2.53873,0.93509,6.28964,0.62324,1.52132,0.0125,0.59421,0.40984,0.0,0.09989,0.47765,0.0,0.0,0.0,0.47588,0.0,0.92028,0.0,0.0
0.93214,0.00841,0.00999,0.84377,0.0005,3.02806,0.83266,6.80324,0.52998,1.1871,0.01686,0.7,0.36847,0.0,0.0758,0.65124,0.0,0.0,0.0,0.45107,0.0,0.7294,0.0,0.0
0.94286,0.00862,0.00844,0.97561,0.00048,3.1446,0.95,7.00301,0.58791,1.45312,0.00923,0.80143,0.48233,0.0,0.10123,0.44713,0.0,0.0,0.0,0.54745,0.0,1.0,0.0,0.0
0.94286,0.00922,0.0098,0.97349,0.00043,3.02737,0.94612,6.32331,0.6343,1.51121,0.01118,0.69675,0.39778,0.0,0.10099,0.49599,0.0,0.0,0.0,0.53851,0.0,1.0,0.0,0.0
0.94286,0.00953,0.01026,0.98,0.00045,3.15393,0.95,6.21763,0.65805,1.51754,0.01116,0.70672,0.39554,0.0,0.10577,0.49458,0.0,0.0,0.0,0.53787,0.0,1.0,0.0,0.0
